transaction_id,account_id,transaction_date,transaction_type,amount,balance_after,description,merchant_name,merchant_category,location,reference_number,is_fraudulent
T     18004,A00000785,2025-05-18 14:59:27.612859,Transfer,-5480.77,16941.39,My heavy less man.,,,Andreahaven,REF594669,False
T     18005,A00000044,2025-03-19 06:01:22.479151,Deposit,3195.0,20210.52,Seven senior unit along.,,,Loganmouth,REF432867,False
T     18006,A00000117,2025-08-02 17:37:23.570857,Transfer,5089.32,33255.36,Letter military want a.,,,Walkerfort,REF079222,False
T     18007,A00000615,2024-09-04 16:08:14.482516,Fee,-1712.43,43402.54,Leader sister apply behavior practice.,,,Tracimouth,REF847489,False
T     18008,A00000692,2024-11-01 00:26:35.425463,Transfer,-749.59,1962.75,Medical apply now right.,,,Port Logan,REF599956,False
T     18009,A00000043,2025-01-18 02:03:58.377719,Interest,802.13,3762.8,Firm own remember perform education material local.,,,Daleton,REF356723,False
T     18010,A00000506,2025-02-23 14:04:05.632745,Interest,4323.94,20787.66,Detail catch central.,,,Lake Shanebury,REF657273,False
T     18011,A00000309,2025-02-02 05:52:38.948465,Payment,-1416.2,35389.44,Husband Republican mother different technology tonight.,Snow-Collins,Healthcare,East Christina,REF918820,False
T     18012,A00000898,2025-03-22 10:03:23.299400,Transfer,5249.44,7909.77,Set nature government key billion woman cell close.,,,Rojasview,REF378488,False
T     18013,A00000486,2024-11-14 07:44:08.995269,Fee,-1935.83,2758.64,Interest able bank.,,,,REF206788,False
T     18014,A00000795,2024-10-30 02:17:54.178899,Interest,2321.57,14724.02,Hotel indeed quality fly everyone return a performance.,,,,REF419110,False
T     18015,A00000985,2024-12-03 13:55:30.522265,Transfer,-6287.07,43992.72,Their low particularly area.,,,,REF469832,False
T     18016,A00000827,2024-09-04 22:32:50.176822,Transfer,-9595.78,47518.8,Agreement operation more rich anyone life middle have.,,,Janetown,REF844976,False
T     18017,A00000351,2025-03-21 17:43:12.731016,Withdrawal,-884.67,32769.18,Ten effect thing laugh government.,,,Lake Melissachester,REF846485,False
T     18018,A00000495,2024-08-18 02:49:28.503691,Withdrawal,-579.96,21388.42,Firm business partner perform ask.,,,,REF394776,False
T     18019,A00000586,2025-02-04 23:21:07.619697,Transfer,-1346.65,35106.33,Sell of budget rule sometimes notice four.,,,,REF506589,False
T     18020,A00000796,2024-09-20 17:37:28.417013,Transfer,-2122.72,28395.59,Space box general stock part act.,,,Paulchester,REF049956,False
T     18021,A00000361,2025-05-04 17:55:29.631936,Fee,-1519.11,6086.31,Recognize training man I individual why free.,,,New Derek,REF747950,False
T     18022,A00000264,2025-01-14 11:25:43.260844,Withdrawal,-1453.99,3966.84,Else become study because notice before agreement.,,,Ryanmouth,REF409448,False
T     18023,A00000457,2025-02-10 02:07:12.544463,Payment,-1886.12,20986.84,Maybe conference heavy firm series.,"Winters, Hill and Huang",Gas,,REF919050,False
T     18024,A00000133,2025-05-06 12:33:51.445927,Payment,-716.0,1105.68,Before phone would.,Pierce Ltd,Healthcare,,REF090036,False
T     18025,A00000355,2024-11-13 13:33:06.974909,Withdrawal,-1259.6,45602.75,Others treat determine again.,,,East Jefferystad,REF207473,False
T     18026,A00000917,2025-04-14 16:12:49.535943,Withdrawal,-1294.07,22530.25,Although evidence phone.,,,Sarahton,REF687274,False
T     18027,A00000064,2025-06-01 06:29:08.409502,Deposit,3342.34,25195.34,Without soldier just amount.,,,Beckerport,REF614452,False
T     18028,A00000781,2025-04-23 17:40:06.618846,Fee,-1872.44,9125.42,Station across could leg series training establish foot.,,,North Jose,REF010287,False
T     18029,A00000198,2024-09-07 20:41:35.219086,Fee,-1315.11,34058.81,Always long number building.,,,Mayberg,REF033592,False
T     18030,A00000936,2025-06-27 15:16:03.124342,Fee,-1997.38,268.9,Ask art accept chair ball attorney treat.,,,North Eric,REF000543,False
T     18031,A00000249,2024-10-28 14:54:05.071532,Deposit,629.34,48601.52,Husband spring their push commercial.,,,Simonville,REF551833,False
T     18032,A00000703,2025-07-23 13:35:20.453404,Withdrawal,-1365.06,35352.62,Above seven project country parent recently worker short.,,,,REF386020,False
T     18033,A00000447,2024-10-13 12:46:16.480162,Transfer,2280.54,457.45,Employee southern only work interesting risk.,,,Ayalaburgh,REF268200,False
T     18034,A00000758,2024-12-16 09:56:11.874018,Fee,-1367.02,17767.0,Trouble service our direction person the former.,,,New William,REF646332,False
T     18035,A00000483,2024-10-12 03:12:20.909843,Fee,-690.39,41838.06,Somebody game PM.,,,,REF126139,False
T     18036,A00000722,2025-07-01 01:24:26.174894,Withdrawal,-1707.14,45297.82,At child form home.,,,,REF687619,False
T     18037,A00000627,2024-09-20 07:28:51.769590,Withdrawal,-783.66,43270.24,She piece thus add.,,,,REF921693,False
T     18038,A00000629,2024-12-23 21:31:32.597121,Withdrawal,-1802.5,42828.31,Budget program because difference.,,,,REF596096,False
T     18039,A00000946,2025-04-08 19:41:31.594316,Transfer,-8387.52,11067.96,Public hotel seem usually society young gun.,,,,REF897840,False
T     18040,A00000888,2025-03-08 00:54:50.684741,Payment,-1936.69,24516.91,Southern election into stock capital.,Mora PLC,Utilities,Lake Haley,REF000102,False
T     18041,A00000671,2024-09-23 15:28:22.962938,Interest,2001.73,39272.91,Tree have simple address attention add.,,,Brownhaven,REF536702,False
T     18042,A00000694,2025-02-25 02:30:01.549667,Interest,3208.62,30000.59,Case weight old thus.,,,South Ericbury,REF326586,False
T     18043,A00000945,2025-05-14 00:47:16.648104,Deposit,2938.67,33514.12,Prove science now level must simply.,,,Ortizmouth,REF338017,False
T     18044,A00000852,2025-07-13 10:20:39.758385,Withdrawal,-831.77,39290.41,Minute establish manager apply.,,,Tuckertown,REF667238,False
T     18045,A00000666,2025-03-02 19:17:25.517534,Deposit,1843.5,23170.51,Southern party themselves degree.,,,,REF794829,False
T     18046,A00000446,2025-03-18 21:31:28.728123,Transfer,-9774.35,45992.2,Somebody stuff read federal well present even stuff.,,,New Mitchell,REF879565,False
T     18047,A00000099,2025-01-30 21:39:30.279135,Payment,-1742.25,2274.47,Spring trouble task operation.,Erickson Ltd,Restaurant,New Julia,REF244676,False
T     18048,A00000120,2025-01-02 23:58:24.340704,Payment,-376.88,49990.47,Apply add time daughter three fish.,"Short, Hanson and Bond",Gas,,REF884618,False
T     18049,A00000256,2025-01-23 19:19:20.451305,Withdrawal,-253.99,28390.59,Interesting senior protect upon less order candidate determine.,,,Thomasland,REF550255,False
T     18050,A00000782,2025-07-06 07:00:22.149736,Fee,-774.42,15741.27,Hotel cost history truth edge wife.,,,Henrystad,REF176008,False
T     18051,A00000754,2025-03-20 06:29:27.535813,Payment,-1041.7,19716.7,Although business forget pressure full.,"Moss, Wong and Rodriguez",Restaurant,East Martin,REF012576,False
T     18052,A00000563,2025-07-01 16:28:35.594289,Deposit,1074.33,6205.58,Body their human determine instead.,,,,REF595024,False
T     18053,A00000257,2025-02-26 03:57:13.958340,Interest,1667.62,2810.6,Sign section either low someone few.,,,,REF239581,False
T     18054,A00000233,2024-12-08 16:58:54.825537,Payment,-894.99,14358.43,Administration successful sit official bar.,"Wheeler, Harris and Jones",Retail,Lake Frederickshire,REF084077,False
T     18055,A00000403,2025-04-07 09:20:23.768672,Interest,967.24,37170.45,Play rather wind now forward.,,,,REF499443,False
T     18056,A00000609,2024-11-28 08:03:09.107269,Transfer,9474.83,36350.68,Specific where share education back.,,,New Carrie,REF403382,False
T     18057,A00000754,2024-12-14 23:03:18.409274,Payment,-57.72,19716.7,South full blue.,"Krause, Hamilton and Simpson",Restaurant,Lake John,REF208748,False
T     18058,A00000595,2025-06-16 14:09:26.447124,Fee,-41.96,13090.61,North according study song century.,,,Wandaview,REF122122,False
T     18059,A00000032,2024-11-20 06:43:58.458944,Deposit,383.08,7163.52,Figure catch discussion answer out young image.,,,West Susan,REF306581,False
T     18060,A00000079,2025-03-12 13:21:23.206806,Payment,-611.55,4399.2,Avoid maintain suggest.,Norton-Vasquez,Grocery,New Virginiatown,REF835715,False
T     18061,A00000465,2025-07-08 04:50:07.802033,Payment,-1260.36,37897.71,Court enjoy read mission soon specific.,Williams and Sons,Grocery,,REF505260,False
T     18062,A00000417,2024-11-16 12:34:53.925784,Transfer,-495.86,13396.65,Security single seat money.,,,Briggsville,REF417197,False
T     18063,A00000318,2024-11-11 23:39:37.243028,Transfer,-2892.63,32588.13,Explain matter result picture worker.,,,,REF045829,False
T     18064,A00000909,2025-07-18 02:52:41.880240,Transfer,8160.78,46206.27,Focus factor case type police trouble.,,,New Colleentown,REF948379,False
T     18065,A00000458,2025-01-03 11:49:32.551713,Interest,538.88,9411.88,Which my table high table particularly alone.,,,Lake Stephenton,REF366816,False
T     18066,A00000156,2024-12-26 10:19:43.106326,Withdrawal,-629.83,43785.5,Bill well ago figure environment skin name just.,,,Smithshire,REF749387,False
T     18067,A00000426,2024-10-04 20:45:05.693062,Interest,292.29,4123.7,Speech skill these feel.,,,New Natalie,REF902643,False
T     18068,A00000375,2025-04-11 19:55:44.705380,Payment,-1223.8,-913.09,Claim fast pattern compare eat professional.,"Miller, Stark and Harris",Retail,,REF421510,False
T     18069,A00000053,2025-05-12 15:43:54.626323,Deposit,3742.57,7725.0,Market same phone beyond.,,,Lake Jessica,REF490275,False
T     18070,A00000327,2025-07-16 21:12:04.565725,Deposit,4354.17,20836.05,Pm create both agreement.,,,Andersonland,REF299190,False
T     18071,A00000076,2025-06-04 00:49:14.195599,Deposit,2096.82,43886.87,Trade technology friend security lose hotel create week.,,,Lake Joditon,REF201545,False
T     18072,A00000867,2024-11-17 01:58:21.665285,Deposit,2195.79,20315.35,Price marriage wish your alone back today.,,,New Wayne,REF256111,False
T     18073,A00000387,2024-10-08 19:37:33.543854,Payment,-469.82,24306.11,Usually general security current.,Carlson-Walker,Gas,West Brandonburgh,REF498015,False
T     18074,A00000430,2025-06-18 08:40:18.852900,Interest,1457.98,10618.1,Hold girl middle apply free.,,,East Michelle,REF005641,False
T     18075,A00000381,2025-07-16 00:19:32.667145,Fee,-337.82,31743.58,Short your position sort.,,,Christinafort,REF447194,False
T     18076,A00000374,2025-01-02 16:13:31.655772,Fee,-99.77,11022.43,Safe term improve scene soldier.,,,,REF342973,False
T     18077,A00000601,2025-04-23 22:16:31.354560,Withdrawal,-719.35,36848.67,Would ago group.,,,Stephaniebury,REF455253,False
T     18078,A00000996,2025-06-12 11:47:40.711738,Transfer,-2856.18,3851.1,Control it perform be exist scientist.,,,West Christopherburgh,REF485832,False
T     18079,A00000060,2025-08-05 20:26:04.937095,Withdrawal,-245.42,22455.15,Majority stuff job top enter nearly put.,,,,REF118219,False
T     18080,A00000846,2024-10-09 02:43:15.476749,Withdrawal,-1932.84,34359.11,Hope Mrs everything share.,,,,REF877467,False
T     18081,A00000922,2025-03-05 04:00:55.267595,Interest,2069.37,5415.02,Modern guy design prepare.,,,South Michael,REF702121,False
T     18082,A00000891,2024-12-13 03:40:02.376994,Fee,-581.34,44416.85,Risk miss economy after walk technology.,,,,REF145300,False
T     18083,A00000265,2025-01-23 22:32:08.149787,Withdrawal,-616.4,19131.36,Approach something care across voice.,,,East Chad,REF684875,False
T     18084,A00000377,2024-10-17 03:33:13.028408,Transfer,5758.23,11246.44,Television young attorney me chair modern.,,,,REF079439,False
T     18085,A00000278,2025-02-25 02:06:47.290063,Withdrawal,-569.29,17995.83,Article attention beyond yet which.,,,Lake Franciscoport,REF326893,False
T     18086,A00000408,2025-01-13 22:22:23.479715,Fee,-706.06,49585.93,Serve suddenly wall myself key.,,,,REF545072,False
T     18087,A00000947,2025-06-20 22:09:49.255170,Withdrawal,-1926.48,48117.79,Air less out east minute.,,,Wilsonfurt,REF924731,False
T     18088,A00000629,2025-02-27 22:13:40.079047,Payment,-1420.7,42828.31,Change drive former though most affect lot.,"Scott, Vasquez and Nelson",Utilities,,REF637294,False
T     18089,A00000314,2024-10-07 22:49:36.541494,Transfer,-7236.44,30268.53,Effect child what director middle doctor cultural.,,,North Williamport,REF707295,False
T     18090,A00000528,2025-04-21 14:08:27.748942,Transfer,-5611.45,13633.65,Through her some imagine.,,,Rebeccaberg,REF394835,False
T     18091,A00000789,2025-02-25 00:07:27.404958,Fee,-867.99,13539.93,And than born.,,,,REF281661,False
T     18092,A00000638,2024-11-07 07:27:11.679678,Interest,1510.01,19605.44,Between activity side partner number development.,,,Port Craigstad,REF161378,False
T     18093,A00000576,2025-04-26 08:31:09.832688,Fee,-566.09,3029.72,One model in also.,,,West Andrea,REF606284,False
T     18094,A00000986,2025-01-03 23:10:51.585967,Deposit,4691.17,18907.7,About fear western everything class.,,,South John,REF709766,False
T     18095,A00000389,2025-07-14 07:09:42.651456,Deposit,2490.49,48977.92,Score certainly forget eight power recently century.,,,South Johnathan,REF960029,False
T     18096,A00000431,2024-10-07 04:44:11.622627,Payment,-876.58,8183.72,Born lose government.,"Hughes, Payne and Melendez",Restaurant,Weaverstad,REF502238,False
T     18097,A00000189,2025-01-17 02:16:06.649637,Transfer,-7711.11,14512.65,Growth if indicate unit development material live matter.,,,Theresaland,REF865787,False
T     18098,A00000870,2025-05-06 14:05:00.073894,Transfer,-4616.46,39412.07,Idea late without theory machine.,,,,REF506798,False
T     18099,A00000599,2025-01-20 09:38:45.041710,Interest,2215.09,34102.32,Trial hit put according.,,,Dickersonside,REF806231,False
T     18100,A00000314,2025-05-12 04:08:26.892814,Fee,-1534.22,30268.53,Draw indicate camera loss.,,,,REF409979,False
T     18101,A00000605,2025-02-21 16:18:46.390133,Deposit,2955.95,48882.32,Method region second.,,,Markstad,REF220390,False
T     18102,A00000336,2025-07-19 01:52:03.544466,Interest,2727.33,2918.61,Agency right card local natural talk serious.,,,New Rachel,REF193286,False
T     18103,A00000943,2025-01-09 17:18:14.298055,Payment,-1215.5,638.91,Force town west meet television.,"Lee, Burke and Phillips",Healthcare,,REF950856,False
T     18104,A00000630,2025-03-20 03:03:05.966603,Interest,387.74,3443.37,New production type raise growth.,,,Port Williamland,REF029073,False
T     18105,A00000101,2024-10-20 18:25:49.993589,Fee,-614.66,31867.59,Certainly box look late.,,,Mccanntown,REF416526,False
T     18106,A00000056,2024-12-28 13:23:54.111195,Payment,-1157.48,14899.96,Sister fight particular commercial attention establish.,Ross-Davis,Restaurant,East Rebecca,REF196437,False
T     18107,A00000633,2024-08-25 00:30:08.134416,Interest,1111.49,10781.14,Reveal analysis strong writer.,,,Evansmouth,REF765661,False
T     18108,A00000546,2024-08-15 21:12:05.506151,Transfer,2141.17,19639.29,Ball any increase town herself.,,,Lake Saraview,REF170208,False
T     18109,A00000748,2025-02-09 22:04:21.654461,Payment,-1438.32,41935.01,Computer second its agent consumer Mrs.,"Allen, Carroll and Meza",Utilities,,REF157706,False
T     18110,A00000871,2025-05-26 20:16:32.988218,Transfer,-4683.88,34446.8,One wall above over these.,,,,REF537886,False
T     18111,A00000894,2025-03-06 20:47:37.366978,Fee,-1708.6,16134.85,Industry quickly fly detail.,,,,REF420904,True
T     18112,A00000299,2025-03-18 10:47:01.982316,Interest,2723.18,21031.52,Red into ten per.,,,,REF724829,False
T     18113,A00000594,2025-04-02 09:26:49.782014,Fee,-935.95,2170.64,Knowledge explain certainly past safe score.,,,,REF320979,False
T     18114,A00000160,2025-07-08 00:37:35.147717,Fee,-1743.16,14377.64,Since laugh cause debate.,,,North Zachary,REF149829,False
T     18115,A00000253,2024-08-12 02:02:03.558836,Payment,-615.74,25463.68,Recent we to bit.,"Wright, Gomez and Lawson",Restaurant,North Michael,REF349712,False
T     18116,A00001000,2025-03-28 21:58:04.235703,Deposit,1999.76,47081.97,Walk rest hold collection appear miss easy president.,,,Bobshire,REF878154,False
T     18117,A00000746,2025-03-08 01:52:25.606490,Transfer,2534.16,33732.51,Us mind use only American image manager manage.,,,North Charles,REF522175,False
T     18118,A00000117,2024-11-02 03:30:40.058802,Interest,3517.81,33255.36,Live sport per assume director.,,,East Jon,REF660536,False
T     18119,A00000862,2025-03-14 00:17:38.899927,Interest,2253.03,33113.99,Color east nature hard leg.,,,Lake Ryan,REF933701,False
T     18120,A00000424,2025-06-10 11:47:00.574943,Fee,-539.05,25368.16,Character place culture seek ball.,,,Jacobmouth,REF953787,False
T     18121,A00000596,2024-08-21 01:09:44.917482,Deposit,4070.95,38310.85,Station blood outside enjoy world food sure.,,,North Michelle,REF764060,False
T     18122,A00000991,2025-02-27 10:52:57.387809,Withdrawal,-748.72,24944.46,Result cover culture support until.,,,,REF019850,False
T     18123,A00000162,2025-07-14 04:11:55.490721,Withdrawal,-1296.09,5481.88,Believe bad American professional bad president campaign.,,,East Shawnborough,REF460806,False
T     18124,A00000537,2025-03-24 04:24:33.677841,Payment,-226.95,29726.96,Baby recent always a attention conference.,Cunningham-Neal,Grocery,,REF333521,False
T     18125,A00000425,2025-07-26 21:24:52.697545,Payment,-705.67,24522.03,Wind state if staff once move wait.,Davis and Sons,Retail,,REF936764,False
T     18126,A00000050,2025-05-27 14:24:50.552155,Transfer,344.31,37911.05,Stop plan computer range company manager.,,,Lake Christyside,REF053663,False
T     18127,A00000941,2025-07-29 06:02:40.931988,Interest,135.56,4333.98,Drop ball guy believe your.,,,South Ericland,REF841379,False
T     18128,A00000902,2025-03-04 01:37:27.941189,Fee,-351.5,15286.39,Per think build movie list.,,,New Victorland,REF541334,False
T     18129,A00000389,2024-12-16 11:07:05.545731,Deposit,50.8,48977.92,Stand run apply race take.,,,Port Melvin,REF069679,False
T     18130,A00000972,2024-09-30 15:14:28.118796,Deposit,2735.51,24969.26,Future finish source six.,,,West Miranda,REF488102,False
T     18131,A00000567,2025-06-29 11:06:56.828276,Withdrawal,-258.06,28472.79,Day baby through less community.,,,Lake Micheleport,REF344253,True
T     18132,A00000888,2025-06-28 06:03:34.246812,Deposit,2812.1,24516.91,Gun close while two none.,,,Port Kyle,REF361702,False
T     18133,A00000068,2025-02-16 18:19:54.430744,Deposit,3705.9,48290.81,List suggest development out let myself.,,,New Emma,REF488322,False
T     18134,A00000254,2025-01-23 07:22:31.321111,Payment,-1630.34,49056.61,Finish couple after floor example ok.,"Marks, Anderson and Johnson",Gas,Maryland,REF320998,False
T     18135,A00000621,2024-08-09 13:38:09.662747,Interest,2998.44,46607.64,Else story lose point positive three.,,,Port Phyllis,REF225156,False
T     18136,A00000201,2025-03-10 03:38:03.830635,Transfer,-4449.51,21229.63,Experience data study tough.,,,Shannonville,REF083112,False
T     18137,A00000003,2025-07-13 07:24:44.601661,Fee,-602.73,42442.31,Learn prepare bad eye treat painting like.,,,Margaretside,REF599331,False
T     18138,A00000730,2025-07-06 01:54:57.912102,Payment,-800.29,46596.64,Son concern family reality garden me.,Garcia Ltd,Gas,West Amber,REF125202,False
T     18139,A00000963,2025-03-10 08:19:56.305720,Transfer,-7510.82,1866.03,Their such many street throw turn teach.,,,Hillland,REF451461,False
T     18140,A00000819,2025-02-21 20:13:59.134527,Withdrawal,-615.46,47674.87,Adult glass century true nearly option vote.,,,West Ronald,REF194917,False
T     18141,A00000161,2025-06-07 13:51:16.511132,Interest,3768.93,42214.58,Generation front current next black a.,,,Cortezberg,REF505857,False
T     18142,A00000182,2024-12-07 01:50:01.175439,Transfer,-6134.13,12337.88,Green discussion run realize public positive.,,,South Richard,REF377341,False
T     18143,A00000340,2024-11-03 09:00:05.044337,Payment,-849.88,31946.1,Long statement fine trade such clearly.,Frey-Patterson,Retail,,REF437130,False
T     18144,A00000332,2024-10-21 21:50:51.002653,Withdrawal,-913.02,30786.11,Personal couple feeling kind.,,,,REF664812,False
T     18145,A00000067,2025-04-04 01:22:26.502237,Fee,-1797.53,10127.05,Try get guess meet for above senior.,,,East Lauramouth,REF414567,False
T     18146,A00000542,2024-08-29 18:47:03.654797,Payment,-1897.96,24034.66,Leg table war involve Democrat sit movement.,"Beck, Romero and Hansen",Grocery,Port Sarah,REF836414,False
T     18147,A00000192,2025-03-02 09:55:34.681648,Withdrawal,-1650.16,8349.54,Able season here agency director white once.,,,Dominicchester,REF734195,False
T     18148,A00000590,2025-05-01 01:26:56.143306,Payment,-1814.68,28730.23,Rest cup paper try toward wide.,Foster Group,Gas,East Seth,REF759682,False
T     18149,A00000555,2025-02-02 07:01:25.237131,Payment,-1431.41,34124.7,Create book quite send method theory.,Daugherty-Barron,Gas,West Joseph,REF726613,False
T     18150,A00000775,2024-08-16 11:12:56.027226,Payment,-1658.01,27859.84,Page political be wear likely not area.,"Anderson, Torres and Guzman",Restaurant,,REF763343,False
T     18151,A00000997,2025-06-19 12:58:03.941653,Deposit,211.89,40977.36,Right seat rest adult each senior clearly.,,,New Davidview,REF044126,False
T     18152,A00000235,2025-04-22 08:52:15.197994,Payment,-1012.46,22718.81,Mind open their responsibility often.,Johns Inc,Utilities,,REF246906,False
T     18153,A00000289,2024-08-12 00:03:40.239030,Payment,-1762.46,37345.21,Same agency simply simply financial above.,Sanford Group,Gas,Sancheztown,REF791327,False
T     18154,A00000133,2025-08-04 00:41:41.419373,Interest,4240.4,1105.68,Almost one commercial nearly.,,,Brookebury,REF130657,False
T     18155,A00000083,2024-12-03 01:49:32.887852,Fee,-218.29,14906.22,Far respond direction history.,,,Sarahton,REF184925,False
T     18156,A00000119,2025-07-04 14:04:34.679320,Deposit,4772.17,10128.0,Yard fine treatment share.,,,North Kelseyton,REF819032,False
T     18157,A00000346,2025-01-13 02:34:32.827042,Transfer,-1852.0,-663.56,Feel research eight.,,,Lewisshire,REF320050,False
T     18158,A00000781,2024-12-28 19:03:20.736497,Interest,1949.88,9125.42,Clearly education for whom coach.,,,Port Coreymouth,REF237282,False
T     18159,A00000755,2025-06-17 20:46:21.883390,Fee,-663.59,6394.95,Guy western something painting.,,,West Jameschester,REF694445,False
T     18160,A00000933,2025-03-11 00:55:13.507122,Payment,-1049.66,37657.28,Approach section perform especially parent low.,Evans-Velazquez,Gas,Lake Amanda,REF693857,False
T     18161,A00000647,2024-09-17 02:05:31.158777,Fee,-167.13,3354.43,Scene network door need quite.,,,East Kelly,REF384125,False
T     18162,A00000769,2024-09-23 09:06:41.179020,Fee,-1782.49,46671.92,Contain daughter other responsibility recognize national firm.,,,Abigailton,REF640314,False
T     18163,A00000408,2025-01-12 13:52:32.188620,Fee,-206.12,49585.93,Consider industry early offer artist.,,,Bowmanmouth,REF082211,False
T     18164,A00000783,2024-08-19 12:04:22.714287,Deposit,1793.0,2776.11,Light green bed skin he.,,,,REF797338,False
T     18165,A00000294,2024-12-18 07:31:33.468535,Interest,1072.52,5126.13,Safe network turn quite listen himself model.,,,,REF154556,False
T     18166,A00000217,2025-03-07 15:26:12.462894,Interest,4717.63,48305.87,Describe nation skill our forget with.,,,Alexanderhaven,REF200087,False
T     18167,A00000638,2025-04-03 04:02:26.053400,Payment,-333.97,19605.44,Charge see down run.,Browning and Sons,Utilities,South Davidport,REF665540,False
T     18168,A00000574,2024-10-12 23:19:34.052634,Deposit,2200.87,47921.97,Receive parent front by me.,,,,REF187854,False
T     18169,A00000484,2024-09-28 23:09:02.093070,Payment,-61.83,48944.24,House development fear toward although enter hair.,Young Inc,Grocery,Ericville,REF184150,False
T     18170,A00000939,2025-05-08 21:15:08.973597,Interest,1520.76,5733.45,Measure several activity able American good.,,,,REF996130,False
T     18171,A00000099,2025-03-01 00:04:58.408244,Fee,-1362.28,2274.47,Physical season specific statement mention.,,,,REF164136,False
T     18172,A00000353,2025-01-18 10:54:14.321254,Fee,-1882.13,24739.4,Threat other however information agent like.,,,Mcintyreland,REF278903,False
T     18173,A00000173,2025-04-21 17:54:09.902220,Interest,4169.99,4781.03,Staff measure write identify author stand least.,,,West Kelly,REF445492,False
T     18174,A00000916,2025-05-02 15:24:54.578604,Payment,-760.87,14440.02,Hospital current now film.,"Welch, Strickland and Robertson",Utilities,,REF134579,False
T     18175,A00000597,2024-12-11 01:27:57.559915,Withdrawal,-1536.26,22769.62,Become point research improve.,,,Maryburgh,REF266960,False
T     18176,A00000928,2025-01-25 04:41:39.890384,Transfer,-7051.34,15415.44,Question assume radio light tree someone rich movie.,,,North William,REF721634,False
T     18177,A00000086,2024-11-24 18:26:48.489712,Transfer,1951.86,40576.36,Dinner long special six federal.,,,North Kristinburgh,REF790012,False
T     18178,A00000927,2025-07-28 06:58:46.039691,Payment,-1759.05,33975.12,Cost method score soon the information.,"Davis, Guzman and Johnston",Retail,New Sheliaville,REF036790,False
T     18179,A00000047,2024-10-22 15:34:48.460533,Payment,-701.11,46020.75,Pattern difficult middle.,Smith Ltd,Restaurant,,REF469171,False
T     18180,A00000199,2025-01-14 00:45:37.471758,Deposit,3664.25,20407.04,Drive source film design join attack.,,,,REF943941,False
T     18181,A00000741,2025-03-31 06:05:45.009303,Payment,-1134.97,10077.48,Weight state research.,Jenkins-Rivera,Gas,Bushview,REF356836,False
T     18182,A00000343,2025-01-02 23:02:25.376917,Interest,3966.12,20140.57,Character bar yourself bar.,,,Jenniferville,REF185083,False
T     18183,A00000147,2024-10-18 03:10:25.316037,Payment,-798.97,27121.41,Change wide floor interesting.,"Burns, Jimenez and Short",Healthcare,,REF520928,False
T     18184,A00000622,2024-11-12 14:07:14.046777,Interest,273.43,24777.83,Admit nearly maintain half type nice by.,,,Matthewmouth,REF329382,False
T     18185,A00000104,2024-11-24 06:10:15.066667,Transfer,-3158.01,40302.47,Me star society military crime computer free.,,,,REF327927,False
T     18186,A00000416,2024-09-13 04:27:23.806306,Transfer,2798.5,78.36,Woman along certainly plant full.,,,East Jamie,REF461912,False
T     18187,A00000067,2025-05-25 08:11:34.134894,Payment,-121.73,10127.05,Fast others first.,Harmon Ltd,Healthcare,Rachelport,REF626004,False
T     18188,A00000949,2025-07-21 00:39:02.900083,Deposit,845.07,22054.08,Treatment page at history option world shoulder.,,,Dunlapside,REF005234,False
T     18189,A00000829,2024-12-20 00:41:57.228904,Deposit,3003.34,27365.99,Cause environmental thought wide along then.,,,Ortegaton,REF534195,False
T     18190,A00000643,2025-07-02 11:51:04.777791,Deposit,2816.92,37086.19,View quality game process can.,,,Lake Teresa,REF378108,False
T     18191,A00000318,2025-07-28 15:00:47.903633,Deposit,3216.95,32588.13,Art realize purpose mention face hundred model.,,,,REF105260,False
T     18192,A00000010,2025-01-21 08:16:49.168883,Payment,-156.36,27395.43,Seat company star many about let.,Young Inc,Restaurant,Ramirezmouth,REF140184,True
T     18193,A00000850,2024-08-20 11:18:48.109447,Payment,-1544.92,7450.75,None pressure name capital Democrat.,Rivas and Sons,Grocery,Lake Williamchester,REF578812,False
T     18194,A00000674,2024-10-22 03:44:59.291739,Withdrawal,-414.34,16705.12,Forget public like training.,,,Hernandezstad,REF769267,False
T     18195,A00000155,2024-08-27 14:45:48.231313,Fee,-384.76,16576.17,Contain field single every.,,,Moralesside,REF295242,False
T     18196,A00000769,2024-10-15 02:58:48.840143,Fee,-888.58,46671.92,Physical large office force.,,,Davidville,REF078202,False
T     18197,A00000565,2025-06-20 12:43:26.232033,Payment,-1476.75,32226.05,May campaign its analysis least short.,"Miller, Bowman and Lopez",Grocery,Lopeztown,REF365360,False
T     18198,A00000344,2025-05-29 19:11:17.346235,Transfer,-6545.76,43695.73,World almost discuss.,,,Lake Sharon,REF515583,False
T     18199,A00000743,2025-01-11 14:02:40.984101,Transfer,-604.36,48639.17,This relate whether feel course.,,,Lake Ryanville,REF320361,False
T     18200,A00000328,2025-01-12 23:45:54.770396,Payment,-1474.82,5508.63,Spring address bed finally really.,"Kelly, Hart and Kim",Retail,,REF678590,False
T     18201,A00000247,2024-09-14 22:30:03.624222,Interest,2441.3,17663.35,Certain often hospital ground accept much ground something.,,,Matthewside,REF399111,False
T     18202,A00000085,2025-06-18 08:13:40.465667,Transfer,-2457.8,42283.9,Recently collection where place step.,,,,REF303204,False
